posNr;kurztext;einheit;menge;ep;gp;source;riskLevel;calculationStatus;reasons;warning
443;Stundensätze Bauvorarbeiter;h;25.0;77.0;1925.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Stundensatz Bauvorarbeiter h V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Stundensatz Bauvorarbeiter h V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
359;Doppelsteckmuffen permanent 14 mm;Stck;28.0;68.22;1910.16;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 28 Stck, EP 68.22, GP 1910.16."
409;Doppelsteckmuffen permanent 14 mm;Stck;28.0;68.22;1910.16;recipe;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 28 Stck, EP 68.22, GP 1910.16."
448;LKW-Stunden bis 4 m3;h;20.0;95.0;1900.0;rlc-family-fallback-lkw-transport-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Mismatch-Guard: Firmenkalibrierung blockiert. LV-Familie ""transport_lkw"" passt nicht zur Kalibrierungsbasis ""entsorgung"". · RLC Block+Recalculate: technical-parser Ergebnis blockiert; kein belastbarer Alternativ-EP gefunden. · RLC Family-Fallback-Recalculate: LKW Transport auf Nachweis: technischer Fallback 95 €/h prüfp"
449;LKW-Stunden 4 bis 5 m3;h;20.0;95.0;1900.0;rlc-family-fallback-lkw-transport-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Mismatch-Guard: Firmenkalibrierung blockiert. LV-Familie ""transport_lkw"" passt nicht zur Kalibrierungsbasis ""entsorgung"". · RLC Block+Recalculate: technical-parser Ergebnis blockiert; kein belastbarer Alternativ-EP gefunden. · RLC Family-Fallback-Recalculate: LKW Transport auf Nachweis: technischer Fallback 95 €/h prüfp"
450;LKW-Stunden über 5 m3;h;20.0;95.0;1900.0;rlc-family-fallback-lkw-transport-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Mismatch-Guard: Firmenkalibrierung blockiert. LV-Familie ""transport_lkw"" passt nicht zur Kalibrierungsbasis ""entsorgung"". · RLC Block+Recalculate: technical-parser Ergebnis blockiert; kein belastbarer Alternativ-EP gefunden. · RLC Family-Fallback-Recalculate: LKW Transport auf Nachweis: technischer Fallback 95 €/h prüfp"
444;Stundensätze Spezialbaufacharbeiter;h;25.0;75.9;1897.5;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Stundensatz Spezialbaufacharbeiter h V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Stundensatz Spezialbaufacharbeiter h V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflicht"
122;HDPE - Rohre DA 75 x 6,8 mm;m;260.0;7.2;1872.0;technical-parser-blocked-by-family-mismatch-recalculated+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | BLOCKED | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Mismatch-Guard: Firmenkalibrierung blockiert. LV-Familie ""rohrgraben"" passt nicht zur Kalibrierungsbasis ""auffuellung"". · RLC Block+Recalculate: technical-parser Ergebnis blockiert; kein belastbarer Alternativ-EP gefunden. · RLC No-X84 Autonomous Family Guard aktiv: HDPE Rohr DA 75 m plausibilisiert. Keine X84-/Angebots"
445;Stundensätze Baufacharbeiter;h;25.0;74.8;1870.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Stundensatz Baufacharbeiter h V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Stundensatz Baufacharbeiter h V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
196;Zulage Krümmung;Stk;20.0;90.0;1800.0;recipe+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Zulage Krümmung St plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
047;Asphalt trennen;m;160.0;11.0;1760.0;rlc-family-fallback-asphalt-schneiden-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Asphalt schneiden als Meterleistung: technischer Fallback 11 €/m prüfpflichtig gesetzt. Alter EP 7.5 €/Einheit wurde nicht als sicher übernommen. · RLC Family-Fallback-Recalculate: Asphalt schneiden als Meterleistung: technischer Fallback 11 €/m prüfpflichtig gesetzt. Alter EP 11 €/Einheit wurde nicht als sicher übernommen.
082;Böschungsstück bis DN 300;Stck;5.0;350.89;1754.45;technical-parser;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 5 Stck, EP 350.89, GP 1754.45.
446;Stundensätze Baufachwerker;h;25.0;68.62;1715.5;database;low;ok;WARNING;Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt. · Global Knowledge Vergleich: 68.62–68.62 €/h, Ø 68.62 €/h, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis.
447;Stundensätze Bauwerker;h;25.0;68.62;1715.5;database;low;ok;WARNING;Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt. · Global Knowledge Vergleich: 68.62–68.62 €/h, Ø 68.62 €/h, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis.
297;Sohlbettung;m;150.0;11.3;1695.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · RLC No-X84 Autonomous Family Guard aktiv: Sohlbettung klein m V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V10: Bettung/Überdeckung/Rohrumhüllung als Meteransatz kalibriert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben."
442;Stundensätze Polierstunde;h;20.0;79.2;1584.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Polierstunde h V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Polierstunde h V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
223;Ringraumdichtungen --------------------------- doppelt dichtend, gas- und wasserdicht bis 3 bar, vollständig aus Edelstahl liefern und einbauen. Kernbohrung bis DN 250 Edelstahlrohr DN 150dichtung;Stck;3.0;526.5;1579.5;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 3 Stck, EP 2095.32, GP 6285.96. · RLC Calibration Guard V9: Ringraum
337;Ringraumdichtung DN 168,3;Stck;3.0;526.5;1579.5;rule-engine;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 3 Stck, EP 96.56, GP 289.68. · RLC Calibration Guard V9: Ringraumdic
458;Radlader;h;15.0;104.65;1569.75;technical-parser;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · Global Knowledge Vergleich: 95–104.65 €/h, Ø 99.825 €/h, Confidence 0.52. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 15 h, EP 104.65, GP 1569.75.
230;Baugrubenaushub Bd-Kl. 6/7;m3;16.0;95.0;1520.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · Plausibilitätsdeckel aktiv: KI-EP 104.65 EUR liegt über dem fachlichen Maximalansatz 85 EUR. Finaler EP wurde gedeckelt. · RLC No-X84 Autonomous Family Guard aktiv: Baugrubenaushub Bodenklasse 6/7 m³ V12 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V12: Rohrgrabenaushub als m³-Leistung technisch plausibilisiert. · RLC Marktindex V15: Prei"
007;Baustellendokumentation;Psch;1.0;1500.0;1500.0;rule-engine+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Dokumentation/Vermessung/Bestandspläne/As-Built hängt stark von Projektumfang, Bauzeit, Vermessungsterminen, GNSS-/Tachymeteraufnahmen, CAD-Nachbearbeitung, Datenformaten, Übergabeunterlagen, Auftraggeberabstimmung und digitaler Nachweisführung ab. Historische Preise nur als Orientierung verwenden. · Global Knowledge Vergleich: 844.5–844.5 €/Psch, Ø 844.5 €/Psch, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis. 
115;Stampfbetonpfeiler;m3;5.0;287.29;1436.45;database;low;ok;WARNING;Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt.
456;Kompressorstunden 3 - 6 m3/min;h;15.0;95.2;1428.0;company-calibration;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Company Calibration: Preis aus historischem Firmenwert + Preissteigerung abgeleitet. · Kein X84 im aktuellen Projekt vorhanden; Position bleibt prüfpflichtig."
121;Sohl- und Ummantelungsbeton;m3;5.0;282.0;1410.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Autonomous Family Guard aktiv: Sohl- und Ummantelungsbeton m³ V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Sohl- und Ummantelungsbeton m³ V14 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
302;Anbohrarmaturen PN 16/DN 80/DA 90;Stck;4.0;350.89;1403.56;technical-parser;high;needs_review;HIGH_RISK | STATUS_needs_review | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC No-X84 Outlier-Guard: Position ohne X84/Angebotsbasis darf nicht automatisch als sicher bewertet werden. · Menge 4 Stck, EP 350.89, GP 1403.56.
344;Baustelleneinrichtung;Psch;1.0;1400.0;1400.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Baustelleneinrichtung klein Psch V10 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 140–201550 €/Psch, Ø 36996.66666666666 €/Psch, Confidence 0.45. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC No-X84 Autonomous Family Guard aktiv: Baustelleneinrichtung klein Psch V10 plausibilisi"
371;Baustelleneinrichtung;Psch;1.0;1400.0;1400.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Baustelleneinrichtung klein Psch V10 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 140–201550 €/Psch, Ø 36996.66666666666 €/Psch, Confidence 0.45. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC No-X84 Autonomous Family Guard aktiv: Baustelleneinrichtung klein Psch V10 plausibilisi"
420;Baustelleneinrich tung;Psch;1.0;1400.0;1400.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Baustelleneinrichtung klein Psch V10 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Baustelleneinrichtung klein Psch V10 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig."
346;Rohr- / Kabelgrabenaushub;m3;30.0;46.1;1383.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Rohr-/Kabelgrabenaushub m³ V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V12: Rohrgrabenaushub als m³-Leistung technisch plausibilisiert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 46.1 wurde auf 40.95 €/m3 kalibriert. · Kein X84 im a"
373;Rohr- / Kabelgrabenaushub;m3;30.0;46.1;1383.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Rohr-/Kabelgrabenaushub m³ V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V12: Rohrgrabenaushub als m³-Leistung technisch plausibilisiert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 46.1 wurde auf 40.95 €/m3 kalibriert. · Kein X84 im a"
396;Rohr- / Kabelgrabenaushub;m3;30.0;46.1;1383.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Rohr-/Kabelgrabenaushub m³ V17 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Autonomous Guard V12: Rohrgrabenaushub als m³-Leistung technisch plausibilisiert. · RLC Marktindex V15: Preisbasis 2024 auf aktuelle Kalkulation marktbedingt fortgeschrieben. · Alter EP 46.1 wurde auf 40.95 €/m3 kalibriert. · Kein X84 im a"
319;Mehr- oder Mindertiefe PW 2;cm;20.0;69.0;1380.0;recipe+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Universeller RLC-Preisresolver verwendet. Kein spezifisches Rezept gefunden; Firmenpreise und Baustellenbedingungen prüfen. · RLC No-X84 Autonomous Family Guard aktiv: Mehr-/Mindertiefe cm plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 62.61–62.61 €/cm, Ø 62.61 €/cm, Confidence 0.44. Nur Vergleichswert, kein finaler Kalkulationspreis. · RLC Autonomous Guard V13: Mehr-/Mindertiefe je cm plausibilisiert. · RLC Marktindex V15: Preis"
145;Baugrubenaushub Bd-Kl. 3 - 5;m3;35.0;39.0;1365.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Wasserhaltung/Grundwasser/Pumpen/Baugrubenentwässerung hängt stark von Dauer, Grundwasserandrang, Pumpentechnik, Filterbrunnen, Ableitung, Einleitgenehmigung, Wartung, Notstrom, Ausfallsicherung und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Baugrubenaushub m³ final plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC Calibration Gu"
313;Auffüllmaterial;m3;30.0;45.0;1350.0;rlc-family-fallback-entsorgung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Mismatch-Guard: Firmenkalibrierung blockiert. LV-Familie ""entsorgung"" passt nicht zur Kalibrierungsbasis ""auffuellung"". · RLC Block+Recalculate: technical-parser Ergebnis blockiert; kein belastbarer Alternativ-EP gefunden. · RLC Family-Fallback-Recalculate: Aushub/Boden entsorgen inkl. Laden, Transport und Kippe: techni"
286;Auskreuzen;Stk;1.0;1340.0;1340.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;Nur Regel-Engine-Fallback verwendet · Erhöhtes Kalkulationsrisiko · Bestandsanschluss technisch prüfen · Niedrige Kalkulationssicherheit · Kontextabhängige Position: Spezialtiefbau/schwierige Bauverfahren hängt stark von Bauverfahren, Baugrund, Verbau, Wasserhaltung, Spezialgeräten, Vortrieb, Pressung, Platzverhältnissen, Risiken, Dokumentation und Rückbau ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Auskreuzen St final plausibilisiert. Keine
330;90 Grad-Bogen;Stck;6.0;220.55;1323.3;database;low;ok;WARNING;Firmen-Datenbank Exact/Strong Match verwendet. X84 wurde nicht als Kalkulationsgrundlage benutzt.
356;Druckprobe Speedpipe 14 x 2,0 mm;m;6500.0;0.2;1300.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · Plausibilitätsdeckel aktiv: KI-EP 640.22 EUR liegt über dem fachlichen Maximalansatz 35 EUR. Finaler EP wurde gedeckelt. · RLC No-X84 Autonomous Family Guard aktiv: Druckprobe Speedpipe m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 0.18–0.18 €/m, Ø 0.18 €/m, Confidence 0.62. Nur Vergleichswert, kein finaler Kalkulationspreis. · RL"
406;Druckprobe Speedpipe 14 x 2,0 mm;m;6500.0;0.2;1300.0;technical-parser+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · Plausibilitätsdeckel aktiv: KI-EP 640.22 EUR liegt über dem fachlichen Maximalansatz 35 EUR. Finaler EP wurde gedeckelt. · RLC No-X84 Autonomous Family Guard aktiv: Druckprobe Speedpipe m plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 0.18–0.18 €/m, Ø 0.18 €/m, Confidence 0.62. Nur Vergleichswert, kein finaler Kalkulationspreis. · RL"
200;Schachtabdeckung;Stck;3.0;420.0;1260.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 837.22 €/Einheit wurde nicht als sicher übernommen. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 
220;Zulage Schachtabdeckung - Klasse D;Stck;3.0;420.0;1260.0;rlc-family-fallback-schachtabdeckung-recalculated;high;needs_review;HIGH_RISK | STATUS_needs_review | FALLBACK | WARNING;Technische RLC-Komponentenkalkulation verwendet. Firmenpreise und Baustellenbedingungen prüfen. · RLC Technical Parser priorisiert vor Cache, Rule-Engine und OpenAI. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 837.22 €/Einheit wurde nicht als sicher übernommen. · RLC Family-Fallback-Recalculate: Schachtabdeckung D400 liefern und einbauen: technischer Fallback 420 €/St prüfpflichtig gesetzt. Alter EP 
104;Suchschlitze;m3;5.0;248.0;1240.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis muss aus Projektparametern urkalkuliert werden. Datenbankpreis nur als historischer Vergleich. · Plausibilitätsdeckel aktiv: KI-EP 2084.27 EUR liegt über dem fachlichen Maximalansatz 85 EUR. Finaler EP wurde gedeckelt. · RLC No-X84 Autonomous Family Guard aktiv: Suchschlitze m³ V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Suchschlitze m³ V1"
106;Erschwerniszuschlag - lange Kreuzungen, Rohre bis DN 100;m;20.0;61.9;1238.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Erschwerniszuschlag lange Kreuzungen m V15 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · Global Knowledge Vergleich: 61.56–85.51 €/m³, Ø 77.52666666666667 €/m³, Confidence 0.45. Nur Vergleichswert, kein fi"
239;Abbau und Abfuhr;Psch;1.0;1238.0;1238.0;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Baustelleneinrichtung/Vorhaltung/Container/Baustrom/Bauwasser hängt stark von Bauzeit, Containeranzahl, Miete, Aufbau, Betrieb, Reinigung, Wartung, Baustrom, Bauwasser, Beleuchtung, Zufahrt, Entfernung, Kontrolle, Rückbau und Gemeinkosten ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Abbau und Abfuhr Psch V16 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt pr"
141;Zulage Verlegung HDPE-Rohr;Psch;1.0;1237.5;1237.5;rule-engine+no-x84-family-guard+no-x84-family-guard;medium;warning;STATUS_warning | NO_X84_GUARD | WARNING;"Nur Regel-Engine-Fallback verwendet · Kontextabhängige Position: Preis hängt stark von Bauzeit, Verkehrsführung, Platzverhältnissen, Auflagen und Bauablauf ab. Historische Preise nur als Orientierung verwenden. · RLC No-X84 Autonomous Family Guard aktiv: Zulage Verlegung HDPE-Rohr Psch V13 plausibilisiert. Keine X84-/Angebotsbasis verwendet; Position bleibt prüfpflichtig. · RLC No-X84 Autonomous Family Guard aktiv: Zulage Verlegung HDPE-Rohr Psch V13 plausibilisiert. Keine X84-/Angebotsbasis ver"
